"Path","Size","LastWriteTime","SHA256"
"data\experiments\second_heldout_sampler_route_diff_20260530\second_heldout_implementation_metrics_20260530.csv","7757","2026-05-30T15:45:36","70FE609D08BB679FAFC1684A09DDF3546A3228BA3D2387283C148282583DCC39"
"data\experiments\second_heldout_sampler_route_diff_20260530\second_heldout_per_bitstream_route_audit_20260530.csv","11492","2026-05-30T15:45:36","8593C59797CD833713D899C4A1887A4B47C98B98DA39AF49E3A05F909141F64E"
"data\experiments\second_heldout_sampler_route_diff_20260530\second_heldout_route_and_impl_metrics_20260530.md","4299","2026-05-30T15:45:36","FD884D5D3BE7902FCE6A1C20E9D2600C007931FDB06C9D05A179AA605765AEF5"
"data\experiments\second_heldout_sampler_route_diff_20260530\second_heldout_route_pair_diff_summary_20260530.csv","2041","2026-05-30T15:45:36","2A289CF9E74483E322F86745BFD3613E5489AB9888300D47C236E44D792EAEC3"
"data\experiments\second_heldout_warmup_aperture_sweep_20260530\second_heldout_warmup_aperture_sweep.csv","39072","2026-05-31T02:56:55","E83DEC9E47A1CA7B1EB740D519FABE1EB217D8247DB149DBB1D557B543934DB7"
"data\experiments\second_heldout_warmup_aperture_sweep_20260530\second_heldout_warmup_aperture_sweep.md","5223","2026-05-31T02:56:55","AF76E3CF0AA988CA862CB53D57BE78589ED96F15B054C70BFC228B3703A80081"
"data\experiments\second_heldout_warmup_aperture_sweep_20260530\warmup_transition_points.csv","2882","2026-05-31T02:56:55","EAB74AA3959BB82A16ACE67A7EF70294DE3CD746D8875CFF69D82A7A9A27CDCA"
"data\experiments\tvlsi_mechanism_validation_20260531\aperture_sweep_model_fit.csv","5384","2026-05-31T09:17:21","38DEDEDEE8C9150AA2E5290A578F0670E3D82A8FF5382C55D00AEA8AC12BE68E"
"data\experiments\tvlsi_mechanism_validation_20260531\mechanism_validation_summary.csv","1760","2026-05-31T09:17:21","B5EB2B9E86173A9A33FE78DF4B80833FF3EA459EA970DEC2A77F703BDFA2ED74"
"data\experiments\tvlsi_mechanism_validation_20260531\model_boundary_cases.csv","1214","2026-05-31T09:17:21","ED53DBEB950B47ACDBCC3959813A230E1CF48E3931170D487D62662389F19F21"
"data\experiments\tvlsi_mechanism_validation_20260531\route_delay_bias_shift_model.csv","7824","2026-05-31T09:17:21","7DC88BDA85E3DAE87486728F12C1D0F99EC874AC37E77FD7CC84070C168DA5D5"
"data\experiments\tvlsi_mechanism_validation_20260531\tvlsi_mechanism_validation_20260531.md","1612","2026-05-31T09:17:21","13A099E27AD7BFF8741F34029BBACDA253E3CF5913184DEDBBF673D899F29B74"
"data\experiments\tvlsi_sampler_aperture_model_20260530\contributor_dataset.csv","32981","2026-05-31T03:15:22","E9596F9D7352FD797FDAD50035C90F7BB2A426FFF5BC66D62CB6BA0EDDBA3356"
"data\experiments\tvlsi_sampler_aperture_model_20260530\frozen_prediction_vs_observed.csv","43859","2026-05-31T03:15:22","2A0174E2E8805E9338D4A9FA011EA46434F7753EB64EFFF93E9C1C36C61E6969"
"data\experiments\tvlsi_sampler_aperture_model_20260530\heldout_per_bitstream_route_audit_20260530.csv","12254","2026-05-30T03:02:15","D53B87745FA3A2DC98193721F92AE54F03B5D49E39FF0F9DBBEBA8888887963B"
"data\experiments\tvlsi_sampler_aperture_model_20260530\heldout_sampler_route_audit_summary.csv","819","2026-05-31T03:15:22","31A3DB681E2814B6E7E0232E268369866D26FFF644E69578FF0EA0BE2CC97EEA"
"data\experiments\tvlsi_sampler_aperture_model_20260530\heldout_sampler_route_pair_diff_summary.csv","2127","2026-05-31T03:15:22","9C25D8264961345B60B06493061641F587496279DC3549E62C1C52E7FC1D0476"
"data\experiments\tvlsi_sampler_aperture_model_20260530\implementation_metrics_20260530.csv","15355","2026-05-30T03:02:15","B69B986384406834141043B0F7F6AAD0B973C3D130F6AB2E57709825F6536407"
"data\experiments\tvlsi_sampler_aperture_model_20260530\input_source_status.csv","3067","2026-05-31T03:15:22","EC973828980C226009B62A6840E746759D1D084A58F86ABF4BBE8DBD73E114B3"
"data\experiments\tvlsi_sampler_aperture_model_20260530\mechanism_ablation_summary.csv","672","2026-05-31T03:15:22","E93F5DB2B316FEC1A4EB67D621A5B2C4C2023648B978C9C68760284A7592960F"
"data\experiments\tvlsi_sampler_aperture_model_20260530\prediction_metrics_summary.csv","569","2026-05-31T03:15:22","CF5EF17F95803133DE9D3B5952FF02F6B42E88FDF39DA12334B6C06253EF6C5F"
"data\experiments\tvlsi_sampler_aperture_model_20260530\prediction_vs_observed.csv","12006","2026-05-31T03:15:22","854D5EC42C5B4C9F6A9ED2D57E65DA525C127405AEA1E88B5EE7280A96DF343D"
"data\experiments\tvlsi_sampler_aperture_model_20260530\repeat_stability_summary.csv","1584","2026-05-31T03:15:22","5F9ED1A37574F50C4F9243EE1C1290CE56A29D2A630D3F32AD7BDCBCFA67E93E"
"data\experiments\tvlsi_sampler_aperture_model_20260530\route_feature_summary.csv","1666","2026-05-31T03:15:22","530053A9C79CF668E886C8951E973A77569CFF0224DAD07719329993D96E0007"
"data\experiments\tvlsi_sampler_aperture_model_20260530\route_result_correlation.csv","40378","2026-05-31T03:15:22","C4C004F26667FF79E6338103A0C432D9C255D374620A61C098614F9973AAA9C1"
"data\experiments\tvlsi_sampler_aperture_model_20260530\sampler_counterfactual_board_summary.csv","4792","2026-05-31T03:15:22","77D006A5D7CBDD91A515D35267698E7021A469012DDA779A795B699189B0E56F"
"data\experiments\tvlsi_sampler_aperture_model_20260530\second_heldout_implementation_metrics_20260530.csv","7757","2026-05-30T15:45:36","70FE609D08BB679FAFC1684A09DDF3546A3228BA3D2387283C148282583DCC39"
"data\experiments\tvlsi_sampler_aperture_model_20260530\second_heldout_per_bitstream_route_audit_20260530.csv","11492","2026-05-30T15:45:36","8593C59797CD833713D899C4A1887A4B47C98B98DA39AF49E3A05F909141F64E"
"data\experiments\tvlsi_sampler_aperture_model_20260530\second_heldout_route_pair_diff_summary_20260530.csv","2041","2026-05-30T15:45:36","2A289CF9E74483E322F86745BFD3613E5489AB9888300D47C236E44D792EAEC3"
"data\experiments\tvlsi_sampler_aperture_model_20260530\tvlsi_sampler_aperture_model_20260530.md","4981","2026-05-31T03:15:22","D3DECC340439C6AD42EDC1FBD88A8806BB5A99F99CFE3360F69FB3A9A90A6AA7"
"data\experiments\tvlsi_sampler_aperture_model_20260530\warmup_neighbor_summary.csv","1431","2026-05-31T03:15:22","ED7B12A0A0877D103B5151D6B8283AAEF9AA749A44DD62C80A556C61095782F0"
"data\experiments\tvlsi_sampler_aperture_model_20260530\xadc_sysmon_diagnosis_20260530.csv","526","2026-05-30T22:37:48","5F4E6976027882EF15D3D14D0EEB97A48BF5333AFE4B90B8FA503885F66CF77D"
"data\experiments\tvlsi_sampler_aperture_model_20260530\xor_cancellation_model.csv","1537","2026-05-31T03:15:22","A358DAF166161CEDFFE1DA01FC3B34E6D559132B3D6ACCDEBC7086531770DF33"
"data\experiments\xadc_summary\board2_bitstream_xadc_compare_20260531.csv","191","2026-05-31T03:05:55","98B297EBB1DA29EE67AECB4F6CD05CB5B6B661F0F461ACE5738E91A67C651834"
"data\experiments\xadc_summary\pvt_xadc_manifest_validation_20260530.csv","39863","2026-05-30T22:31:48","7516225FCB19F7A09486228B3DE1D9BB8ED0B299F4BA823548956F13BB3A395F"
"data\experiments\xadc_summary\pvt_xadc_manifest_validation_20260531.csv","76544","2026-05-31T03:09:24","5EAF847848BE8AFB2CC8712FB739126E6E646DAC32D909F673A52F2CDE7649E5"
"data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\summary\board2_second_heldout_sample_ro_local_anchor_repeats.csv","2681","2026-05-30T15:45:37","2BF25C8C385F8795BBC65340E0AD183CE8C3073633AE3C4E0FA22228208E4021"
"data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\summary\board2_second_heldout_sample_ro_local_anchor_repeats_aggregate.csv","627","2026-05-30T15:45:37","03266E74344955D190ACCB8C12E37F1ADCB8474EFE6065DA2AA0EF246F2A9C0E"
"data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\summary\board2_second_heldout_sample_ro_local_missing_20260530.csv","40","2026-05-30T15:45:37","1CA5F6366DFBD28510DFD6F3D2A51EAECE8C50EA72CBE9BAD295C91A907B0D2D"
"data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\summary\board2_second_heldout_sample_ro_local_w10_reduced_xor_full_map.csv","6135","2026-05-30T15:45:37","C869C4D84F106187E39D0AC35277206CBB2E2D965D1AFF0D20622F74F3E39D3E"
"data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\summary\board2_second_heldout_sample_ro_local_w10_reduced_xor_full_map.md","2796","2026-05-30T15:45:37","7F5B4252F9FC9749935D118A6CFCA93E0A805968A77B409A7546DB636E7D8C8E"
"data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\summary\second_heldout_reduced_xor_full_map.csv","6135","2026-05-30T15:45:37","C869C4D84F106187E39D0AC35277206CBB2E2D965D1AFF0D20622F74F3E39D3E"
"data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\summary\second_heldout_sample_ro_local_capture_manifest_20260530.csv","70344","2026-05-31T02:54:57","36B951E4BE487208017A34AD5BFC8240E477F8F45204816AF7371DF809FBDF38"
"data\hardware\20260529_fpga1_board2\restart_reduced_xor_second_heldout_sampler_20260530\summary\second_heldout_sample_ro_local_pvt_manifest_20260530.csv","36835","2026-05-31T02:54:57","63AD900D74ACC37F402A2AD68E583436A69662D79513811539DDCF0ED51E0AD2"
"paper\RO_TRNG_tvlsi_sampler_aperture\AGENTS.md","557","2026-05-30T01:51:53","EDFE9A8C50B90F2B2D4029F1A9264D86619C4D01355C2BA1FF5E87F0CF34AA1D"
"paper\RO_TRNG_tvlsi_sampler_aperture\evidence\claim_evidence_table.md","9515","2026-05-31T03:12:11","3F68B487BAD18C4E8A9F28A51D0BDC92DF509EE86E4FA74D970B632FC653546B"
"paper\RO_TRNG_tvlsi_sampler_aperture\evidence\evidence_gap.md","6717","2026-05-31T03:11:42","9E9DB38ED16498A712EC7B0DD87CB9C117A24A23C2DA975E0F9C68B86DA277AE"
"paper\RO_TRNG_tvlsi_sampler_aperture\evidence\figure_table_plan.md","6684","2026-05-31T03:12:55","EA7299E8492719DE3C314B60888FBEF4700F0EE6CE1CF3FCD86644A77F401E40"
"paper\RO_TRNG_tvlsi_sampler_aperture\manuscript\main.tex","1862","2026-05-30T01:51:53","8A5925F0B2A05C61DC9807CA7B41EEE0B48BB44CC5D73D40A4D0DD45AD6B11DA"
"paper\RO_TRNG_tvlsi_sampler_aperture\notes\checkpoint_20260530.md","6906","2026-05-30T11:21:13","0E0CB46160E8A12A9546842CBE425E38CC65B3D38F929E14BCF15C221CBA6776"
"paper\RO_TRNG_tvlsi_sampler_aperture\notes\mechanism_validation_plan_20260530.md","4508","2026-05-31T03:14:37","6B2FBD6A6265121FB0CDC6D8D5FEB82B5D5E5846D2EFC2FCFC4368BC7C95747D"
"paper\RO_TRNG_tvlsi_sampler_aperture\notes\physical_mechanism_scaffold_20260530.md","13303","2026-05-30T11:20:14","35E9FDA285CBD2746F4811B4C4E440318E2C3C196BD8AD06362C93356BBF9DFA"
"paper\RO_TRNG_tvlsi_sampler_aperture\notes\project_evidence_map.md","2235","2026-05-30T01:51:53","BA2842269E491C98D21F94A5747FF2278567442814EC897E53970DF5137B907D"
"paper\RO_TRNG_tvlsi_sampler_aperture\notes\pvt_xadc_validation_note_20260530.md","6845","2026-05-31T03:13:25","379212557BF0349CE768707E9546A9E8046BBC075CCB1E5EE541CC6B6F6567E4"
"paper\RO_TRNG_tvlsi_sampler_aperture\notes\second_heldout_route_pvt_guard_20260530.md","9960","2026-05-30T11:23:41","E18FF4489B5668051E09F409D782DCF363C34090B33BAC015D166BD1CAEAC4D6"
"paper\RO_TRNG_tvlsi_sampler_aperture\notes\toolflow_sensitivity_boundary_20260530.md","2879","2026-05-31T03:14:57","14A11896A1F05BB7C6896CE906A388A68618C57BC488127DA65DF4D980F841A4"
"paper\RO_TRNG_tvlsi_sampler_aperture\notes\tvlsi_model_plan.md","1568","2026-05-30T01:51:53","9CFBD0C77D3A70EED59F0290521E03D640EFA9C0D9D28DD51961E6D5982AC30D"
"paper\RO_TRNG_tvlsi_sampler_aperture\README.md","1093","2026-05-30T01:51:53","0AAA3458397D39695E2D3115DEFE8F0D7BFA690BA1868148100DFC16BF32EA8D"
"paper\RO_TRNG_tvlsi_sampler_aperture\refs\references.bib","34","2026-05-30T01:51:53","575702E8F6F831433F971BF3D912D0367C3979A678D109734D19B2BE4145E355"
"paper\RO_TRNG_tvlsi_sampler_aperture\venue\target_venue.md","1155","2026-05-30T01:51:53","ECD00A197C73922F24C3C180332F4A9F44B89DB0A42625E91EF6F9164A200345"
"scripts\build_tvlsi_mechanism_validation_20260531.py","17176","2026-05-31T03:10:35","0B7D925DA2F78974A714E3D2F956CB013DDDE85B0AA8F9A16A76F1196ACFAB0B"
"scripts\diagnose_xadc_sysmon_20260530.ps1","977","2026-05-30T22:30:32","9D180BD902AA7D078058957E286A3E1F779BBB79FD61CFDE6AD88AF57BACA9D6"
"scripts\run_board2_second_heldout_sample_ro_local_20260530.ps1","12013","2026-05-30T13:12:41","50C6A98BF83EEA62F8D005B338275E0F9862ED87BAE2816E436235AA85F776FE"
"scripts\run_board2_second_heldout_warmup_aperture_sweep_20260530.ps1","12514","2026-05-30T22:40:39","58FC9F55C5AB1990B16166A5FB9318E41170147204379770A724E1D871F07963"
"scripts\summarize_pvt_xadc_manifest_20260530.py","6731","2026-05-30T22:31:31","15BFB9E90FAA953E9CF41D5821A312431181F41E11C7F138E9308B282F1E1982"
"scripts\summarize_second_heldout_warmup_aperture_sweep_20260530.py","22349","2026-05-31T02:56:21","726EFD3FF73EB7828B3343AB6B5EA77558B15EE24D179674ABA01DB50CBD20D6"
"scripts\tvlsi_build_sampler_aperture_model_20260530.py","69520","2026-05-30T15:55:04","5A68F03795E349131A2EEB02AA3D6AB0D1B7C886F0E7950A928AA79976546E44"
"scripts\update_github_export_snapshot.ps1","8637","2026-05-31T09:16:52","861A3A5AE640A7A410DBB984230369359E1ED4207B233D2528D854B1F579A903"
"scripts\vivado\diagnose_xadc_sysmon_20260530.tcl","4546","2026-05-30T22:36:44","1173D3AF3276BD2AF9DFBC57CE5F6D48A84408AB2577142961C2F1A70629AF76"
